data_arc_in_days,observations_used,orbit_uncertainty,minimum_orbit_intersection,eccentricity,perihelion_distance,perihelion_time,absolute_magnitude,relative_velocity,hazardous,estimated_diameter
8474.0,226,0,0.0183237,0.5428879937047584,0.6036558679874665,2461096.196712237,19.8,12.8124240915,True,0.47156614335
26793.0,386,0,0.0518543,0.3461230507894121,0.8508633682621612,2460831.9999855016,18.41,11.7364516433,False,0.8944222962999999
10565.0,1829,0,0.262595,0.1143377725134643,1.27172796926792,2461040.3293518326,18.47,0.7854187445,False,0.87004680565
7444.0,614,0,0.0156831,0.3799146108434868,0.5963160262186356,2460952.213747042,19.92,15.9034657895,True,0.44621340884999994
8559.0,388,0,0.00521705,0.4156190139984841,0.9456690112160838,2461022.54488906,18.95,13.5784416665,True,0.6974974382
32025.0,2700,0,0.00491075,0.6239175577507686,0.6224416915483241,2460774.6258989116,17.68,20.534881008,True,1.251822107
17309.0,1067,0,0.144785,0.1844576586805766,1.120538914548014,2461286.0567268105,18.41,17.9602381334,False,0.8944222962999999
11202.0,1174,0,0.00064058,0.3111034735574339,0.8499361387195231,2461250.37722348,18.75,15.2553447242,True,0.76479073285
2039.0,196,0,0.0211039,0.3563321604078069,0.8351893841126772,2461084.1382574253,21.64,18.5734747752,True,0.202088973
9987.0,3524,0,0.143117,0.3315609264454822,1.064293813078044,2461044.965807644,17.28,10.0955096536,False,1.5050211977
7584.0,274,0,0.000708625,0.4857453412195483,0.8127181304960699,2461295.379127631,21.14,6.3605213925,True,0.25441494355
12390.0,464,0,0.0835637,0.3452196930547085,0.6532410981876734,2460846.1113219555,20.72,27.8262648276,False,0.3087042559
12846.0,900,0,0.0358367,0.3289078881866877,0.9414057399661232,2460906.217440129,19.09,8.2470713453,True,0.653947098
10282.0,719,0,0.2792,0.3021933566462716,1.276934515468243,2461243.7469668165,18.3,0.7472333229,False,0.9408981547999999
9259.0,647,0,0.0252967,0.4845393189932403,0.9548707132747896,2461414.0305962474,18.73,23.36149892,True,0.7718672544
19747.0,2125,0,0.0706313,0.7030446738047638,0.2194146712054412,2461065.5975460988,18.09,20.5721149912,False,1.0364363038
9026.0,1190,0,0.0313326,0.3115182482269162,0.6947263134097657,2461019.8730417727,20.27,6.9049140031,True,0.37978920545
9237.0,4103,0,0.125143,0.414811209115614,0.5665343621336952,2460874.888494082,18.44,16.8068682769,False,0.88215036235
13186.0,2444,0,0.133021,0.5945673751267366,0.3484392276940842,2461106.3446020465,17.54,14.5042000038,False,1.33518860375
11324.0,862,0,0.016307,0.5058633393122354,0.9861725305793438,2461022.3650068752,17.48,9.6432343928,True,1.37259564575
15386.0,813,0,0.102667,0.6185707216987845,0.5116968384787104,2461240.265525488,17.65,21.6946528836,False,1.26923668715
